Bemerkungen,Drucker,Grafiker,Masse,Plakatart,RepertorienID,Signatur,Technik,tempID,Verso
nan,Imprimerie Cassina S. A. La Chaux-de-Fonds,nan,"42.0 x 29,7 cm",Stückplakat,23001nodate06,PL 026.198,Offsetdruck,1292,nan
nan,M.+ H. Genève,Roger Pfund,59.5 x 42.0 cm,Stückplakat,120012001110601,PL 027.008,Offsetdruck,1293,nan
nan,M.+ H. Genève,Roger Pfund,59.5 x 42.0 cm,Stückplakat,120012001101301,PL 027.012,Offsetdruck,1294,nan
nan,M.+ H. Genève,Roger Pfund,59.5 x 42.0 cm,Stückplakat,120012001092601,PL 027.015,Offsetdruck,1295,nan
nan,nan,nan,59.3 x 42.0 cm,Stückplakat,300011990022201,PL 027.018,Siebdruck,1296,nan
nan,M.+ H. Genève,Roger Pfund,59.5 x 42.0 cm,Stückplakat,120012002061001,PL 027.029,Offsetdruck,1297,nan
[1D],M.+ H. Genève,Roger Pfund,59.5 x 42.0 cm,Stückplakat,120012001121501,PL 027.030,Offsetdruck,1298,nan
nan,nan,nan,59.3 x 42.0 cm,Stückplakat,800032000110201,PL 027.039,Siebdruck,1299,nan
nan,nan,nan,59.3 x 42.0 cm,Stückplakat,800032000090701,PL 027.041,Siebdruck,1300,nan
nan,Serigraphie Albin Uldry,Laurent Cocchi,63.7 x 45.0 cm,Stückplakat,100021988041301,PL 027.043,Siebdruck,1301,nan
nan,nan,nan,59.3 x 42.0 cm,Stückplakat,800032000101301,PL 027.044,Siebdruck,1302,nan
nan,nan,Lars Müller,64.0 x 45.0 cm,Stückplakat,540011979050501,PL 027.048,Siebdruck,1303,nan
[1D],Spéciale la Cité,nan,62.0 x 45.0 cm,Konzertplakat,230011964043001,PL 027.054,Offsetdruck,1304,nan
[1D],nan,nan,62.8 x 42.5 cm,Stückplakat,300031973100901,PL 027.059,Offsetdruck,1305,nan
nan,nan,"Félixmüller,Paris/ Claudia Wildermuth, Zürich",59.5 x 42.0 cm,Stückplakat,800032005062901,PL 027.063,Offsetdruck,1306,nan
[D1],nan,nan,62.8 x 44.0 cm,Konzertplakat,300031976092101,PL 027.064,Offsetdruck,1307,nan
nan,nan,nan,59.3 x 42.0 cm,Stückplakat,300071983083101,PL 027.065,Offsetdruck,1308,nan
nan,nan,"Félixmüller,Paris/ Claudia Wildermuth, Zürich",59.5 x 42.0 cm,Stückplakat,800032005042601,PL 027.071,Offsetdruck,1309,nan
nan,nan,"Félixmüller,Paris/ Claudia Wildermuth, Zürich",59.5 x 42.0 cm,Stückplakat,800032005031501,PL 027.072,Offsetdruck,1310,nan
[1D],nan,"Félixmüller,Paris/ Claudia Wildermuth, Zürich",59.5 x 42.0 cm,Stückplakat,800032005030801,PL 027.073,Offsetdruck,1311,nan
nan,nan,"Félixmüller,Paris/ Claudia Wildermuth, Zürich",59.5 x 42.0 cm,Stückplakat,800032005020401,PL 027.074,Offsetdruck,1312,nan
Uraufführung,Sericora Köniz,Heinz Jost,70.5 x 50.0 cm,Stückplakat,300011969120701,PL 027.085,Siebdruck,1313,nan
nan,Sericora Wabern,Heinz Jost,69.7 x 50.0 cm,Stückplakat,300011968041501,PL 027.086,Siebdruck,1314,nan
nan,Sericora Wabern,Heinz Jost,70.0 x 50.0 cm,Stückplakat,300011968111701,PL 027.087,Siebdruck,1315,nan
nan,nan,Heinz Jost,69.8 x 50.0 cm,Stückplakat,300011970051201,PL 027.088,Siebdruck,1316,nan
nan,Sericora Wabern,Heinz Jost,69.8 x 50.3 cm,Stückplakat,300011968021701,PL 027.090,Siebdruck,1317,nan
nan,nan,Heinz Jost,69.8 x 49.2 cm,Stückplakat,300011967030701,PL 027.091,Siebdruck,1318,nan
nan,Sericora Köniz,Heinz Jost,70.0 x 50.0 cm,Stückplakat,300011970012701,PL 027.092,Siebdruck,1319,nan
nan,Sericora Wabern,Heinz Jost,69.8 x 50.0 cm,Stückplakat,300011968060901,PL 027.093,Siebdruck,1320,nan
nan,Sericora Köniz,Heinz Jost,69.8 x 50.0 cm,Stückplakat,300011970032101,PL 027.094,Siebdruck,1321,nan
nan,Serigraphie Albin Uldry,Heinz Jost,70.0 x 50.0 cm,Stückplakat,300011985032401,PL 027.095,Siebdruck,1322,nan
nan,Serigraphie Albin Uldry,Heinz Jost,70.0 x 50.0 cm,Stückplakat,300011984111501,PL 027.096,Siebdruck,1323,nan
nan,Sericora Köniz,Heinz Jost,69.6 x 50.0 cm,Stückplakat,300011970052601,PL 027.097,Siebdruck,1324,nan
nan,nan,Heinz Jost,70.0 x 50.0 cm,Stückplakat,300011968110401,PL 027.098,Siebdruck,1325,nan
nan,nan,Heinz Jost,69.0 x 48.3 cm,Stückplakat,300011967052701,PL 027.099,Siebdruck,1326,nan
Co-Prod.: Volière Dromesko; Théâtre National de Bretagne; Théâtre Vidy-Lausanne,Serigraphie Albin Uldry,Jean Tinguely,70.0 x 49.7 cm,Stückplakat,100021990090701,PL 027.109,Siebdruck,1327,[1D]
Blanco-Druck,nan,nan,70.0 x 50.0 cm,Stückplakat,800022005111601,PL 027.112,Offsetdruck,1328,nan
Blanco-Druck,nan,nan,70.0 x 50.0 cm,Stückplakat,800022005111601,PL 027.114,Offsetdruck,1329,nan
Blanco-Druck,nan,nan,70.0 x 50.0 cm,Stückplakat,800022005111601,PL 027.116,Offsetdruck,1330,nan
nan,"H. Tschudy & Co. AG, St. Gallen",K.D. Wohlgemuth,67.5 x 49.8 cm,Stückplakat,900011947121701,PL 027.129,Siebdruck,1331,nan
Das Premierendatum auf dem Plakat ist falsch,"H. Tschudy & Co. AG, St. Gallen",nan,69.0 x 49.8 cm,Stückplakat,900011970100301,PL 027.130,Offsetdruck,1332,nan
"Zusammen mit ""Zeitlos"". Olten: Jazz-Dance-Studio ""Tanzgruppe Ursula Berger""",nan,nan,69.8 x 50.0 cm,Stückplakat,460011986091402,PL 027.161,Siebdruck,1333,nan
nan,nan,nan,69.5 x 49.7 cm,Stückplakat,100031983042001,PL 027.166,Siebdruck,1334,nan
nan,Sericora Köniz,Heinz Jost,69.8 x 50.0 cm,Stückplakat,300011970021001,PL 027.167,Siebdruck,1335,nan
[Bourges (France):+ Tournée suisse] * 4 scènes.,nan,nan,70.0 x 50.0 cm,Blancodruck,23001nodate04,PL 027.195,Linolschnitt/ Buchdruck,1336,nan
nan,nan,nan,51.0 x 30.5 cm,Stückplakat,300051974110401,PL 028.003,Originalentwurf [Aquarell/ Bleistift],1337,nan
nan,nan,nan,68.0 x 98.0 cm,Stückplakat,250011949111501,PL 028.005,Originalentwurf [Tempera/ Collage],1338,nan
nan,nan,nan,81.8 x 119.0 cm,Stückplakat,400011945121201,PL 028.009,Originalentwurf [Tempera],1339,nan
nan,nan,M.v.Q.,119.5 x 80.8 cm,Stückplakat,400011945090201,PL 028.010,Originalentwurf [Tempera],1340,nan
nan,nan,nan,78.2 x 98.5 cm,Stückplakat,400011945013101,PL 028.011,Originalentwurf [Tempera],1341,nan
nan,nan,nan,89.5 x 67.5 cm,Stückplakat,400011945013101,PL 028.015,Originalentwurf Tempera/ Collage],1342,nan
nan,nan,M. Zweifel,128.0 x 90.5 cm,Stückplakat,400031984102001,PL 029.002,Siebdruck,1343,nan
nan,nan,nan,128.0 x 90.5 cm,Stückplakat,400031984102101,PL 029.003,Siebdruck,1344,nan
nan,J.A. Schneider,Detjen u Lüdin,128.0 x 91.8 cm,Stückplakat,400031985052301,PL 029.004,Siebdruck,1345,nan
nan,Wassermann AG,Celestino Piatti,127.7 x 90.5 cm,Stückplakat,400031989092101,PL 029.006,Offsetdruck,1346,nan
nan,nan,Dominik Geissbühler,128.0 x 90.5 cm,Stückplakat,400031989092101,PL 029.008,Siebdruck,1347,nan
nan,nan,nan,"128,0 x 89.5 cm",Stückplakat,100031997122701,PL 029.015,Siebdruck,1348,nan
nan,Wassermann A.G.,AHP,127.0 x 89.8 cm,Stückplakat,400011939042701,PL 029.020,Litho [Steindruck],1349,nan
nan,J. A. Schneider,Jörg Kissling,128.0 x 90.5 cm,Stückplakat,400031969120401,PL 029.022,Siebdruck,1350,nan
nan,J. A. Schneider,nan,128.0 x 90.8 cm,Stückplakat,400031969122001,PL 029.023,Siebdruck,1351,nan
nan,J. A. Schneider,GGK/ Grieder,128.0 x 90.5 cm,Stückplakat,400031970022301,PL 029.027,Siebdruck,1352,nan
nan,J. A. Schneider,GGK/ Grieder,128.0 x 90.5 cm,Stückplakat,400031970042601,PL 029.028,Siebdruck,1353,nan
nan,J. A. Schneider,GGK/ Felix Berman+Martin Suter,128.0 x 90.5 cm,Stückplakat,400031970111801,PL 029.033,Siebdruck,1354,nan
nan,J. A. Schneider,GGK/ Guido Stuber,128.0 x 90.5 cm,Stückplakat,400031970120401,PL 029.034,Siebdruch,1355,nan
nan,J. A. Schneider,Paul Talman,128.0 x 90.7 cm,Stückplakat,400031971010901,PL 029.035,Siebdruck,1356,nan
nan,J. A. Schneider,GGK/ Friedrich Schrag,128.0 x 90.7 cm,Stückplakat,400031971021101,PL 029.036,Siebdruck,1357,nan
nan,nan,Jean-Marc Humm,128.0 x 89.5cm,Stückplakat,120042005052301,PL 030.001,Offsetdruck,1358,nan
nan,nan,Jean-Marc Humm,128.4 x 90.0 cm,Stückplakat,120042005022101,PL 030.002,Offsetdruck,1359,nan
nan,nan,Jean-Marc Humm,128.0 x 89.8 cm,Stückplakat,120042005040401,PL 030.003,Offsetdruck,1360,nan
nan,nan,Jean-Marc Humm,128.0 x 89.5 cm,Stückplakat,120042005011001,PL 030.004,Offsetdruck,1361,nan
nan,nan,Jean-Marc Humm,128.2 x 89.7 cm,Stückplakat,120042004112201,PL 030.006,Offsetdruck,1362,nan
nan,nan,Jean-Marc Humm,128.0 x 89.5 cm,Stückplakat,120042004101801,PL 030.007,Offsetdruck,1363,nan
nan,nan,Jean-Marc Humm,128.0 x 89.5 cm,Stückplakat,120042004091301,PL 030.008,Offsetdruck,1364,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042004091301,PL 030.016,Offsetdruck,1365,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042004101801,PL 030.017,Offsetdruck,1366,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042004112201,PL 030.018,Offsetdruck,1367,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042005011001,PL 030.019,Offsetdruck,1368,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042005022101,PL 030.020,Offsetdruck,1369,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042005040401,PL 030.021,Offsetdruck,1370,nan
nan,nan,nan,100.0 x70.0 cm,Stückplakat,120042005052301,PL 030.022,Offsetdruck,1371,nan
[1D],Serigraphie Albin Uldry,Flag,128.0 x 89.5 cm,Stückplakat,300012004090501,PL 030.029,Siebdruck,1372,nan
nan,Serigraphie Albin Uldry,Stephan Bundi,128.0 x 89.5 cm,Stückplakat,300012004060601,PL 030.030,Siebdruck,1373,nan
nan,nan,nan,128.0 x 89.7 cm,Stückplakat,300012004041701,PL 030.031,Siebdruck,1374,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 89.5 cm,Stückplakat,300012004032601,PL 030.032,Siebdruck,1375,nan
nan,Serigraphie Albin Uldry,Stephan Bundi,128.0 x 89.5 cm,Stückplakat,300012004021301,PL 030.033,Siebdruck,1376,nan
[2D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 90.5 cm,Stückplakat,300012003021401,PL 030.034,Siebdruck,1377,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 90.5 cm,Stückplakat,300012003092801,PL 030.035,Siebdruck,1378,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 90.5 cm,Stückplakat,300012003090501,PL 030.036,Siebdruck,1379,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 90.5 cm,Stückplakat,300012004011801,PL 030.037,Siebdruck,1380,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 90.5 cm,Stückplakat,300012003122101,PL 030.038,Siebdruck,1381,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 90.5 cm,Stückplakat,300012003013101,PL 030.039,Siebdruck,1382,nan
nan,Serigraphie Albin Uldry,Stephan Bundi/ Bühlmann,128.0 x 89.5 cm,Stückplakat,300012004030201,PL 030.043,Siebdruck,1383,nan
[1D],Serigraphie Albin Uldry,Stephan Bundi,128.0 x 89.5 cm,Stückplakat,300012003112201,PL 030.046,Siebdruck,1384,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011987051601,PL 030.048,Siebdruck,1385,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011987090601,PL 030.049,Siebdruck,1386,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.0 cm,Stückplakat,300011988092401,PL 030.051,Siebdruck,1387,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011988102501,PL 030.052,Siebdruck,1388,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011985092001,PL 030.054,Siebdruck,1389,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011986050901,PL 030.055,Siebdruck,1390,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.0 cm,Stückplakat,300011987022801,PL 030.058,Siebdruck,1391,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.3 cm,Stückplakat,300011975092201,PL 030.065,Siebdruck,1392,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.7 cm,Stückplakat,300011975112301,PL 030.066,Siebdruck,1393,nan
[1D],Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.3 cm,Stückplakat,100021995090101,PL 030.067,Siebdruck,1394,nan
nan,nan,nan,128.0 x 90.5 cm,Stückplakat,300011975122101,PL 030.068,Siebdruck,1395,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011976051401,PL 030.073,Siebdruck,1396,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.8 cm,Stückplakat,300011976060501,PL 030.074,Siebdruck,1397,nan
Das Plakat ist nur mit dem Text “Tannhäuser“ beschriftet,nan,Pet Halmen,128.5 x 90.5 cm,Stückplakat,300011984102001,PL 030.077,Siebdruck,1398,nan
nan,Serigraphie Albin Uldry,Heinz Jost,128.0 x 90.5 cm,Stückplakat,300011985091401,PL 030.078,Siebdruck,1399,nan
nan,nan,nan,128.0 x 90.4 cm,Stückplakat,100031996102201,PL 031.002,Siebdruck,1400,nan
nan,nan,nan,128.0 x 89.4 cm,Stückplakat,100032003112801,PL 031.003,Siebdruck,1401,nan
nan,nan,nan,127.7 x 89.4 cm,Stückplakat,100032000111401,PL 031.004,Siebdruck,1402,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.3 cm,Stückplakat,100021994030101,PL 031.005,Siebdruck,1403,nan
nan,"André Groux, Lausanne",nan,128.5 x 91.0 cm,Stückplakat,100021987012001,PL 031.006,Siebdruck,1404,nan
Clown d’ or Premier prix Festival international Riga 1998,nan,nan,128.0 x 89.5 cm,Stückplakat,100031998092201,PL 031.007,Siebdruck,1405,nan
nan,nan,nan,127.5 X 89.2 cm,Stückplakat,100032005051701,PL 031.008,Siebdruck,1406,nan
nan,nan,nan,128.0 x 90.5 cm,Stückplakat,100031992051101,PL 031.009,Siebduck,1407,nan
Zusammen mit: “Madame fait ce qu’elle dit”; Prod. Truppe: 00: Compagnie de la Tangente,nan,nan,128.0 x 89.2 cm,Stückplakat,100032005091301,PL 031.010,Siebdruck,1408,nan
nan,nan,Sfrancia,128.0 x 89.5 cm,Stückplakat,100032004050601,PL 031.011,Siebdruck,1409,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032003090201,PL 031.012,Siebdruck,1410,nan
nan,nan,Adriano Heitmann,128.0 x 89.5 cm,Stückplakat,100032004042001,PL 031.013,Siebdruck,1411,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032002123101,PL 031.014,Siebdruck,1412,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032002110501,PL 031.015,Siebdruck,1413,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032001102301,PL 031.017,Siebdruck,1414,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032002100101,PL 031.018,Siebdruck,1415,nan
nan,nan,nan,127.8 x 89.3 cm,Stückplakat,100032004092801,PL 031.019,Siebdruck,1416,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032004022701,PL 031.020,Siebdruck,1417,nan
nan,nan,nan,128.0 x 89.3 cm,Stückplakat,100032005061401,PL 031.021,Siebdruck,1418,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032005041201,PL 031.022,Siebdruck,1419,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032004110901,PL 031.023,Siebdruck,1420,nan
nan,nan,nan,128.0 x 89.5 cm,Stückplakat,100032006011701,PL 031.024,Siebdruck,1421,nan
Prod. Truppe: Co-prod.: Genève: Théâtre du Grütli; F - St. Etienne: La Comédie de St-Etienne,nan,nan,127.7 x 89.3 cm,Stückplakat,100032005120801,PL 031.025,Siebdruck,1422,nan
nan,nan,nan,128.0 x 89.3 cm,Stückplakat,100032005110101,PL 031.026,Siebdruck,1423,nan
nan,nan,nan,128.0 x 90.0 cm,Stückplakat,100032005022201,PL 031.027,Siebdruck,1424,nan
[D1],Serigraphie Albin Uldry,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022004101301,PL 031.028,Siebdruck,1425,nan
nan,Jaune/ Uldry,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022004111701,PL 031.029,Siebdruck,1426,nan
Prod. Truppe: Co-prod.: Studio-Théâtre de Vitry; Théâtre National de la Colline; Théâtre National de Bretagne; Théâtre Dijon Bourgogne - Centre dramatique National; Théâtre de Folle Pensée,Jaune/ Uldry,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022005022201,PL 031.030,Siebdruck,1427,nan
"Zusaammen mit: “Paysage”, “Silence”",Jaune/ Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100022005041901,PL 031.031,Siebdruck,1428,nan
nan,Jaune/ Uldry,Werner Jeker,128.0 x 90.0 cm,Stückplakat,100022005060701,PL 031.032,Siebdruck,1429,nan
Prod. Truppe: 00: Cie 111,Jaune/ Uldry,Werner Jeker,127.8 x 89.5 cm,Stückplakat,100022005092301,PL 031.033,Siebdruck,1430,nan
Prod. Truppe: Co-prod.: Lausanne: Le Petit Théâtre; D - Erfurt: Theater Erfurt,nan,Haydé,128.0 x 89.8 cm,Stückplakat,100012006042201,PL 031.034,Siebdruck,1431,nan
Prod. Truppe: Co-prod.: F - Lyon: Théâtre de la Croix-Rousse,Jaune/ Uldry,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022005102501,PL 031.035,Siebdruck,1432,nan
Prod. Truppe: Co-prod.: F - Paris: Théâtre de la Ville; Espace Jean Legendre,Uldry/ Jaune,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022005120601,PL 031.036,Siebdruck,1433,nan
Prod. Truppe: Co-prod.: Genève: Théâtre du Grütli; Sion: Théâtre de Valère; 00: Cie Gianni Schneider,Serigraphie Albin Uldry,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022006011701,PL 031.037,Siebdruck,1434,nan
Prod. Truppe: Co-prod.: F - Paris: Théâtre National de Chaillot; La Comédie de Picardie; La Coursive - Scène Nationale de la Rochelle,Serigraphie Albin Uldry,Werner Jeker,128.0 x 89.5 cm,Stückplakat,100022006020801,PL 031.038,Siebdruck,1435,nan
Prod. Truppe: 00: Compagnie Fabienne Berger,Serigraphie Albin Uldry,Werner Jeker,128.0 x 89.7 cm,Stückplakat,100022006030801,PL 031.039,Siebdruck,1436,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100022003090501,PL 031.041,Siebdruck,1437,nan
[1D],Serigraphie Albin Uldry,ADN Ramón López,128.0 x 89.5 cm,Stückplakat,100022003100701,PL 031.042,Siebdruck,1438,nan
nan,Serigraphie Albin Uldry,ADN Ramón López,128.0 x 90.5 cm,Stückplakat,100022003111101,PL 031.043,Siebdruck,1439,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100022004011301,PL 031.044,Siebdruck,1440,nan
1D],Serigraphie Albin Uldry,ADN Ramón López,128.0 x 90.5 cm,Stückplakat,100022004021701,PL 031.045,Siebdruck,1441,nan
nan,Serigraphie Albin Uldry,ADN Ramón López,128.0 x 90.5 cm,Stückplakat,100022004042001,PL 031.046,Siebdruck,1442,nan
nan,nan,Bozell Leutenegger Krüll,126.0 x 91.8 cm,Stückplakat,800031999092901,PL 031.048,Siebdruck,1443,nan
nan,nan,Bozell Leutenegger Krüll,126.0 x 91.8 cm,Stückplakat,800031999092901,PL 031.051,Siebdruck,1444,nan
nan,Serigraphie Albin Uldry,ADN Ramón López,128.0 x 90.5 cm,Stückplakat,100022004051101,PL 031.052,Siebdruck,1445,nan
nan,Serigraphie Albin Uldry,André Baldinger,128.0 x 90.0 cm,Stückplakat,100022003090201,PL 031.054,Siebdruck,1446,nan
nan,Serigraphie: A.Bueche,E. Stump,127.7 x 90.5 cm,Stückplakat,230011988100801,PL 031.056,Siebdruck,1447,nan
nan,nan,nan,128.0 x 90.5 cm,Stückplakat,230011989021001,PL 031.057,Siebdruck,1448,nan
nan,Serigraphie. Atelier Graphito Montfaucon,Erika Stump,128.0 x 90.0 cm,Stückplakat,230011987081801,PL 031.058,Siebdruck,1449,nan
nan,nan,nan,127.8 x 90.4 cm,Spielplanplakat,230011985082001,PL 031.061,Siebdruck,1450,nan
nan,nan,nan,128.5 x 92.0 cm,Stückplakat,230011985050801,PL 031.062,Siebdruck,1451,nan
nan,nan,nan,128.0 x 90.3 cm,Stückplakat,230011984100401,PL 031.063,Siebdruck,1452,nan
nan,Imprimerie Marsens,nan,128.0 x 90.5 cm,Stückplakat,230011983111701,PL 031.065,Siebdruck,1453,nan
nan,nan,nan,128.0 x 90.3 cm,Stückplakat,230011982063001,PL 031.068,Siebdruck,1454,nan
[1D],nan,nan,127.7 x 90.2 cm,Stückplakat,230011981102901,PL 031.069,Siebdruck,1455,nan
Dans le cadre du “Mois Albert Cohen”: Nombreuses activités annexes,nan,Gerfau Paris,119.7 x 80.0 cm,Stückplakat,120061995101001,PL 032.002,Siebdruck,1456,nan
nan,nan,nan,128.0 x 90.0 cm,Stückplakat,100021993050801,PL 032.003,Siebdruck,1457,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021992100601,PL 032.004,Siebdruck,1458,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.3 cm,Stückplakat,100021993030901,PL 032.005,Siebdruck,1459,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x90.5 cm,Stückplakat,100021992112801,PL 032.006,Siebdruck,1460,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021992010701,PL 032.008,Siebdruck,1461,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021992120101,PL 032.009,Siebdruck,1462,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Saisonplakat,100021998102801,PL 032.010,Siebdruck,1463,nan
nan,nan,"Oscar Baillif, Eric Jeanmonod",128.0 x 91.0 cm,Stückplakat,100021991092501,PL 032.011,Siebdruck,1464,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021991120301,PL 032.012,Siebdruck,1465,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021992031701,PL 032.013,Siebdruck,1466,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021992042101,PL 032.014,Siebdruck,1467,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021991100301,PL 032.015,Siebdruck,1468,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021992020601,PL 032.016,Siebdruck,1469,nan
"Gastspiel. Lausanne: Théâtre Vidy-Lausanne, 23.5.-2.6.1990",nan,Stefan Loeckx,119.5 x 84.0 cm,Stückplakat,100021990052301,PL 032.018,Siebdruck,1470,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021994042101,PL 032.020,Siebdruck,1471,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021993092801,PL 032.021,Siebdruck,1472,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021993101201,PL 032.022,Siebdruck,1473,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 x 90.5 cm,Stückplakat,100021993110201,PL 032.023,Siebdruck,1474,nan
nan,Serigraphie Albin Uldry,Werner Jeker,"128,0 x 90.5 cm",Stückplakat,100021993113001,PL 032.024,Siebdruck,1475,nan
nan,Serigraphie Albin Uldry,Werner Jeker,128.0 90.5 cm,Stückplakat,100021994011101,PL 032.025,Siebdruck,1476,nan
nan,Serigraphie Albin Uldry,Pierre Neumann,128.0 x 90.5 cm,Stückplakat,100021988112201,PL 032.026,Siebdruck,1477,nan
nan,Serigraphie Albin Uldry,Pierre Neumann,128.0 x 90.3 cm,Stückplakat,100021989030201,PL 032.027,Siebdruck,1478,nan
nan,Imprimerie Herve Denereaz SA-Renens,nan,128.0 x 90.3 cm,Stückplakat,100021989030701,PL 032.028,Siebdruck,1479,nan
Der rote Text wurde von hand eingefärbt,nan,R.A.,128.0 x 90.5 cm,Stückplakat,100021989041102,PL 032.029,Siebdruck,1480,nan
nan,Serigraphie Albin Uldry,Pierre Neumann,128.0 x 90.5 cm,Stückplakat,100021989042501,PL 032.030,Siebdruck,1481,nan
nan,nan,Martine Waltzer,128.0 x 90.5 cm,Stückplakat,100021990030801,PL 032.038,Siebdruck,1482,nan
nan,Serigraphie Albin Uldry,Martine Waltzer,128.0 x 90.5 cm,Stückplakat,100021989111401,PL 032.039,Siebdruck,1483,nan
"An einem Abend mit ""Au perroquet vert""",nan,K.Brack,128.0 x 90.5 cm,Stückplakat,100021989091501,PL 032.041,Siebdruck,1484,nan
Théâtre Varia de Bruxelles,nan,F.C.,128.0 x 90.3 cm,Stückplakat,100021990052301,PL 032.042,Siebdruck,1485,nan
Théâtre Varia de Bruxelles,nan,nan,128.0 x 90.3 cm,Stückplakat,100021990052301,PL 032.043,Siebdruck,1486,nan
nan,Serigraphie Albin Uldry,Martine Waltzer,128.0 x 90.5 cm,Stückplakat,100021989082901,PL 032.044,Siebdruck,1487,nan
nan,Serigraphie Albin Uldry,Pierre Neumann,128.0 x 90.5 cm,Stückplakat,100021988092701,PL 032.048,Siebdruck,1488,nan
nan,nan,Sabina,128.0 x 89.3 cm,Stückplakat,100021988100301,PL 032.049,Siebdruck,1489,nan
nan,nan,nan,127.5 x 91.0 cm,Stückplakat,100031986052301,PL 032.056,Siebdruck,1490,nan
nan,nan,nan,128.0 x 91.3,Stückplakat,100031986021901,PL 032.057,Siebdruck,1491,nan
nan,nan,nan,128.0 x 91.0 cm,Stückplakat,100031986041601,PL 032.058,Siebdruck,1492,nan
